experiment_id,station_id,station_name,session_id,timestamp_utc,plc_timestamp_matched,state_age_seconds,canonical_row_id,operation_row_id,canonical_source_file,plc_source_file
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:24.773000+00:00,2019-06-17 09:36:35.565000+00:00,1189.208,6f62121ebe1c4f262467775db612c0c7243c779da9e3c38346fe3d46f2b3993e,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:23.813000+00:00,2019-06-17 09:36:35.565000+00:00,1188.248,331e2e4c0cd3bc72ce2643e29d723b20868d25416b64a02d88e9bc97d147c265,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:23.787000+00:00,2019-06-17 09:36:35.565000+00:00,1188.222,614487319db59b089bc0093ab6c2d7b947002bb1e899e3301611b278e9d22884,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:23.756000+00:00,2019-06-17 09:36:35.565000+00:00,1188.191,a9561798294824b7c04a917659194d2112324a08ed0fe7006320118d92db818c,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:22.830000+00:00,2019-06-17 09:36:35.565000+00:00,1187.265,2c60af0e188062c69f474b9e354d05aa4ec9881debfaa62181639819d7e876eb,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:22.812000+00:00,2019-06-17 09:36:35.565000+00:00,1187.247,cb2c9022c29f0ce4d55470c7572104c20c64e4faaf68e7c94bef2db89a0a6767,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:22.759000+00:00,2019-06-17 09:36:35.565000+00:00,1187.194,ccdfdea5e6baf34796c4cb8e97cc0a6ad8af7ed07ea67be11bc655b12a374a88,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:21.892000+00:00,2019-06-17 09:36:35.565000+00:00,1186.327,19c4dbce7da0994ccba334debbb18e4ea22932eb7a11b4535249950bb43c7112,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:21.830000+00:00,2019-06-17 09:36:35.565000+00:00,1186.265,4cba423281e0a511c562aede2ad32ff9af843e1b6917e59ce644d9bd269c5e2a,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:21.774000+00:00,2019-06-17 09:36:35.565000+00:00,1186.209,69c5fcbd22d46bc94f9e87a90c7547af2cdc6031a3ef036718039d50218d5c11,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
